2025-10-30 11:31:51,449 INFO    MainThread:630766 [wandb_setup.py:_flush():80] Current SDK version is 0.21.0
2025-10-30 11:31:51,450 INFO    MainThread:630766 [wandb_setup.py:_flush():80] Configure stats pid to 630766
2025-10-30 11:31:51,450 INFO    MainThread:630766 [wandb_setup.py:_flush():80] Loading settings from /home/ajinkya/.config/wandb/settings
2025-10-30 11:31:51,450 INFO    MainThread:630766 [wandb_setup.py:_flush():80] Loading settings from /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week9/wandb/settings
2025-10-30 11:31:51,450 INFO    MainThread:630766 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-10-30 11:31:51,450 INFO    MainThread:630766 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week9/wandb/run-20251030_113151-idjytkpg/logs/debug.log
2025-10-30 11:31:51,450 INFO    MainThread:630766 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week9/wandb/run-20251030_113151-idjytkpg/logs/debug-internal.log
2025-10-30 11:31:51,450 INFO    MainThread:630766 [wandb_init.py:init():830] calling init triggers
2025-10-30 11:31:51,450 INFO    MainThread:630766 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'learning_rate': 5e-05, 'architecture': 'CNN', 'dataset': 'CIFAR-10', 'epochs': 10, 'Batch_size': 40, 'momentum': 0.9, 'timesteps': 100, 'training_condition': None, 'Model_Name': 'pc_illusiont10_recon_t10_noise', 'Gamma_layer0': 0.43, 'Gamma_layer1': 0.43, 'Gamma_layer2': 0.43, 'Gamma_layer3': 0.43, 'Beta_layer0': 0.13, 'Beta_layer1': 0.13, 'Beta_layer2': 0.13, 'Beta_layer3': 0.13, 'Alpha_layer0': 0.33, 'Alpha_layer1': 0.33, 'Alpha_layer2': 0.33, 'Alpha_layer3': 0.33, 'noise_type': 's&p', 'noise_param': 0.0, '_wandb': {}}
2025-10-30 11:31:51,450 INFO    MainThread:630766 [wandb_init.py:init():871] starting backend
2025-10-30 11:31:51,658 INFO    MainThread:630766 [wandb_init.py:init():874] sending inform_init request
2025-10-30 11:31:51,666 INFO    MainThread:630766 [wandb_init.py:init():882] backend started and connected
2025-10-30 11:31:51,674 INFO    MainThread:630766 [wandb_init.py:init():953] updated telemetry
2025-10-30 11:31:51,682 INFO    MainThread:630766 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-10-30 11:31:52,255 INFO    MainThread:630766 [wandb_init.py:init():1029] starting run threads in backend
2025-10-30 11:31:52,326 INFO    MainThread:630766 [wandb_run.py:_console_start():2458] atexit reg
2025-10-30 11:31:52,326 INFO    MainThread:630766 [wandb_run.py:_redirect():2306] redirect: wrap_raw
2025-10-30 11:31:52,326 INFO    MainThread:630766 [wandb_run.py:_redirect():2375] Wrapping output streams.
2025-10-30 11:31:52,326 INFO    MainThread:630766 [wandb_run.py:_redirect():2398] Redirects installed.
2025-10-30 11:31:52,328 INFO    MainThread:630766 [wandb_init.py:init():1075] run started, returning control to user process
2025-10-30 11:33:46,333 INFO    MsgRouterThr:630766 [mailbox.py:close():129] [no run ID] Closing mailbox, abandoning 1 handles.
