filename,Class,Size,Position X,Position Y,Background Color,Shape Color
Square_0.png,Square,18,12,5,Black,Grey
Square_1.png,Square,6,26,3,Black,Grey
Square_2.png,Square,12,2,18,Grey,White
Square_3.png,Square,6,12,5,Black,Grey
Square_4.png,Square,6,23,6,Black,Grey
Square_5.png,Square,6,8,19,Black,White
Square_6.png,Square,18,14,6,White,Black
Square_7.png,Square,12,11,11,White,Black
Square_8.png,Square,18,3,13,Grey,White
Square_9.png,Square,6,1,26,White,Black
Square_10.png,Square,6,7,2,White,Grey
Square_11.png,Square,6,22,21,Black,Grey
Square_12.png,Square,12,18,5,Grey,White
Square_13.png,Square,6,21,2,Black,Grey
Square_14.png,Square,18,9,14,White,Grey
Square_15.png,Square,12,4,20,Black,White
Square_16.png,Square,12,4,18,Black,White
Square_17.png,Square,18,14,1,Grey,White
Square_18.png,Square,18,6,11,Grey,White
Square_19.png,Square,6,16,5,White,Grey
Square_20.png,Square,12,4,8,Black,Grey
Square_21.png,Square,6,4,26,White,Grey
Square_22.png,Square,12,19,0,Black,White
Square_23.png,Square,6,8,24,Black,Grey
Square_24.png,Square,12,2,17,White,Grey
Square_25.png,Square,12,14,20,White,Grey
Square_26.png,Square,12,4,8,White,Black
Square_27.png,Square,6,6,24,Grey,Black
Square_28.png,Square,12,17,7,Black,Grey
Square_29.png,Square,12,4,16,Black,Grey
Square_30.png,Square,18,14,1,Black,White
Square_31.png,Square,18,12,8,Black,White
Square_32.png,Square,18,9,4,White,Black
Square_33.png,Square,6,8,16,Black,White
Square_34.png,Square,18,3,9,Grey,Black
Square_35.png,Square,12,16,1,Grey,Black
Square_36.png,Square,18,9,10,Grey,Black
Square_37.png,Square,12,14,15,White,Black
Square_38.png,Square,6,13,3,White,Grey
Square_39.png,Square,6,12,4,White,Black
Square_40.png,Square,12,5,18,Black,White
Square_41.png,Square,18,5,5,Grey,White
Square_42.png,Square,6,7,24,Grey,Black
Square_43.png,Square,12,13,16,Grey,White
Square_44.png,Square,12,9,17,Black,White
Square_45.png,Square,18,2,1,White,Grey
Square_46.png,Square,18,4,8,Black,Grey
Square_47.png,Square,6,19,5,White,Black
Square_48.png,Square,6,2,7,Grey,Black
Square_49.png,Square,6,11,0,Grey,White
Square_50.png,Square,12,16,14,White,Black
Square_51.png,Square,12,2,13,Grey,Black
Square_52.png,Square,12,15,16,Grey,Black
Square_53.png,Square,18,9,5,Black,Grey
Square_54.png,Square,12,16,19,Grey,Black
Square_55.png,Square,6,20,0,Grey,Black
Square_56.png,Square,18,9,12,Grey,White
Square_57.png,Square,12,6,11,Grey,Black
Square_58.png,Square,18,12,12,White,Black
Square_59.png,Square,12,17,8,Black,White
Square_60.png,Square,6,11,1,White,Grey
Square_61.png,Square,18,13,11,White,Black
Square_62.png,Square,6,7,25,Black,White
Square_63.png,Square,18,8,11,White,Grey
Square_64.png,Square,18,14,11,Grey,White
Square_65.png,Square,18,8,8,Black,Grey
Square_66.png,Square,18,12,10,White,Grey
Square_67.png,Square,6,15,13,White,Grey
Square_68.png,Square,12,9,11,Black,White
Square_69.png,Square,6,19,22,White,Grey
Square_70.png,Square,12,15,6,Grey,Black
Square_71.png,Square,6,19,19,Grey,Black
Square_72.png,Square,12,11,5,Grey,Black
Square_73.png,Square,18,8,6,White,Black
Square_74.png,Square,18,0,14,White,Grey
Square_75.png,Square,12,2,7,Black,Grey
Square_76.png,Square,6,19,13,Grey,White
Square_77.png,Square,6,20,20,Grey,White
Square_78.png,Square,6,19,11,Grey,White
Square_79.png,Square,6,2,2,Grey,White
Square_80.png,Square,12,4,17,Grey,White
Square_81.png,Square,12,9,19,White,Black
Square_82.png,Square,12,15,0,Black,Grey
Square_83.png,Square,18,7,8,Black,White
Square_84.png,Square,18,2,11,Black,Grey
Square_85.png,Square,6,3,14,White,Black
Square_86.png,Square,12,10,0,White,Black
Square_87.png,Square,12,0,6,Black,Grey
Square_88.png,Square,12,3,16,Grey,Black
Square_89.png,Square,12,4,8,Grey,White
Square_90.png,Square,12,19,11,Grey,Black
Square_91.png,Square,6,24,18,Grey,White
Square_92.png,Square,18,13,12,Grey,Black
Square_93.png,Square,18,10,2,Grey,Black
Square_94.png,Square,6,2,17,Black,Grey
Square_95.png,Square,6,0,2,Grey,Black
Square_96.png,Square,18,10,11,Black,White
Square_97.png,Square,18,1,14,Black,White
Square_98.png,Square,18,14,9,White,Grey
Square_99.png,Square,6,19,17,Black,Grey
Square_100.png,Square,6,6,9,Grey,White
Square_101.png,Square,18,0,1,Grey,Black
Square_102.png,Square,12,1,0,Grey,White
Square_103.png,Square,6,19,24,Grey,Black
Square_104.png,Square,18,5,10,White,Black
Square_105.png,Square,6,8,18,Black,Grey
Square_106.png,Square,12,7,10,White,Grey
Square_107.png,Square,6,12,14,Black,Grey
Square_108.png,Square,6,7,13,White,Black
Square_109.png,Square,18,2,1,White,Grey
Square_110.png,Square,6,10,21,Black,Grey
Square_111.png,Square,18,1,0,Grey,Black
Square_112.png,Square,6,12,8,Black,Grey
Square_113.png,Square,18,6,8,Black,Grey
Square_114.png,Square,12,13,13,Black,Grey
Square_115.png,Square,6,24,21,Black,Grey
Square_116.png,Square,18,8,6,Grey,Black
Square_117.png,Square,18,2,2,White,Grey
Square_118.png,Square,18,8,0,Grey,Black
Square_119.png,Square,6,22,1,Grey,Black
Square_120.png,Square,6,8,25,Black,White
Square_121.png,Square,18,12,5,Black,White
Square_122.png,Square,18,14,14,Grey,White
Square_123.png,Square,18,6,6,Black,White
Square_124.png,Square,6,10,15,White,Black
Square_125.png,Square,12,7,6,Grey,Black
Square_126.png,Square,6,8,23,White,Black
Square_127.png,Square,6,3,17,Black,White
Square_128.png,Square,6,25,5,Grey,Black
Square_129.png,Square,6,13,4,White,Grey
Square_130.png,Square,6,22,23,Grey,Black
Square_131.png,Square,12,20,12,Grey,White
Square_132.png,Square,18,3,1,Grey,White
Square_133.png,Square,18,5,14,Black,White
Square_134.png,Square,6,13,9,Grey,White
Square_135.png,Square,12,9,16,Black,Grey
Square_136.png,Square,6,6,6,Black,Grey
Square_137.png,Square,6,2,5,White,Black
Square_138.png,Square,18,5,3,White,Grey
Square_139.png,Square,12,11,9,White,Grey
Square_140.png,Square,12,3,12,Black,White
Square_141.png,Square,6,3,2,White,Grey
Square_142.png,Square,6,21,16,White,Black
Square_143.png,Square,12,11,3,Grey,White
Square_144.png,Square,18,13,6,White,Grey
Square_145.png,Square,12,19,9,Black,Grey
Square_146.png,Square,18,8,3,Grey,White
Square_147.png,Square,12,6,0,White,Grey
Square_148.png,Square,18,5,2,White,Black
Square_149.png,Square,12,3,10,White,Black
Square_150.png,Square,12,6,19,Grey,Black
Square_151.png,Square,18,5,7,Black,Grey
Square_152.png,Square,6,24,2,Grey,Black
Square_153.png,Square,6,14,14,Grey,Black
Square_154.png,Square,18,7,13,Grey,Black
Square_155.png,Square,12,18,8,Grey,Black
Square_156.png,Square,18,6,7,Grey,White
Square_157.png,Square,18,10,13,Black,White
Square_158.png,Square,6,13,3,White,Grey
Square_159.png,Square,18,13,11,Black,White
Square_160.png,Square,12,15,20,Black,Grey
Square_161.png,Square,12,14,13,Black,Grey
Square_162.png,Square,6,7,20,White,Grey
Square_163.png,Square,12,5,9,Black,Grey
Square_164.png,Square,18,9,7,White,Black
Square_165.png,Square,18,0,12,Grey,Black
Square_166.png,Square,18,6,2,White,Grey
Square_167.png,Square,6,6,18,Black,White
Square_168.png,Square,6,10,4,Grey,Black
Square_169.png,Square,12,0,15,White,Black
Square_170.png,Square,18,3,3,White,Grey
Square_171.png,Square,18,6,12,Grey,White
Square_172.png,Square,12,14,13,White,Black
Square_173.png,Square,12,0,11,Grey,Black
Square_174.png,Square,12,8,17,White,Grey
Square_175.png,Square,12,3,18,Black,Grey
Square_176.png,Square,6,22,11,Grey,Black
Square_177.png,Square,6,20,6,Black,Grey
Square_178.png,Square,12,8,19,Black,Grey
Square_179.png,Square,12,11,7,Black,White
Square_180.png,Square,12,19,10,Black,White
Square_181.png,Square,12,11,12,White,Grey
Square_182.png,Square,18,0,11,White,Grey
Square_183.png,Square,6,24,15,Grey,Black
Square_184.png,Square,12,7,15,White,Grey
Square_185.png,Square,18,8,5,Grey,White
Square_186.png,Square,12,1,20,White,Grey
Square_187.png,Square,12,2,10,Black,Grey
Square_188.png,Square,12,5,19,White,Black
Square_189.png,Square,6,9,3,Black,White
Square_190.png,Square,12,16,14,White,Grey
Square_191.png,Square,6,18,25,Black,Grey
Square_192.png,Square,12,16,18,Grey,White
Square_193.png,Square,18,14,11,Black,White
Square_194.png,Square,12,10,4,Black,Grey
Square_195.png,Square,18,2,11,Grey,Black
Square_196.png,Square,18,10,2,Black,White
Square_197.png,Square,6,17,22,Black,Grey
Square_198.png,Square,6,12,23,Grey,White
Square_199.png,Square,12,5,14,Grey,Black
Square_200.png,Square,12,12,4,Black,White
Square_201.png,Square,12,12,9,Grey,White
Square_202.png,Square,18,5,11,White,Black
Square_203.png,Square,18,8,11,Black,White
Square_204.png,Square,12,5,10,White,Black
Square_205.png,Square,6,2,5,White,Black
Square_206.png,Square,18,11,4,White,Grey
Square_207.png,Square,6,19,24,White,Black
Square_208.png,Square,12,12,1,White,Black
Square_209.png,Square,6,12,0,Grey,Black
Square_210.png,Square,6,21,3,White,Grey
Square_211.png,Square,18,9,2,White,Grey
Square_212.png,Square,18,11,1,Grey,Black
Square_213.png,Square,12,11,1,White,Black
Square_214.png,Square,18,1,2,Black,White
Square_215.png,Square,6,15,23,Black,White
Square_216.png,Square,18,8,13,Grey,Black
Square_217.png,Square,18,1,5,Black,White
