2025-08-05 15:58:28,727 INFO    MainThread:2055739 [wandb_setup.py:_flush():80] Current SDK version is 0.21.0
2025-08-05 15:58:28,728 INFO    MainThread:2055739 [wandb_setup.py:_flush():80] Configure stats pid to 2055739
2025-08-05 15:58:28,728 INFO    MainThread:2055739 [wandb_setup.py:_flush():80] Loading settings from /home/ajinkya/.config/wandb/settings
2025-08-05 15:58:28,728 INFO    MainThread:2055739 [wandb_setup.py:_flush():80] Loading settings from /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week6/wandb/settings
2025-08-05 15:58:28,728 INFO    MainThread:2055739 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-08-05 15:58:28,728 INFO    MainThread:2055739 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week6/wandb/run-20250805_155828-1wy9ljl1/logs/debug.log
2025-08-05 15:58:28,728 INFO    MainThread:2055739 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week6/wandb/run-20250805_155828-1wy9ljl1/logs/debug-internal.log
2025-08-05 15:58:28,728 INFO    MainThread:2055739 [wandb_init.py:init():830] calling init triggers
2025-08-05 15:58:28,728 INFO    MainThread:2055739 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.005, 'architecture': 'CNN', 'dataset': 'CIFAR-10', 'epochs': 20, 'Batch_size': 128, 'momentum': 0.9, 'timesteps': 10, 'training_condition': 'fine_tuning_classification', 'Model_Name': 'reconstruction_pc_class_train_balanced', 'Gamma_layer0': 0.33, 'Gamma_layer1': 0.33, 'Gamma_layer2': 0.33, 'Gamma_layer3': 0.33, 'Beta_layer0': 0.33, 'Beta_layer1': 0.33, 'Beta_layer2': 0.33, 'Beta_layer3': 0.33, 'Alpha_layer0': 0.01, 'Alpha_layer1': 0.01, 'Alpha_layer2': 0.01, 'Alpha_layer3': 0.01, 'noise_type': 's&p', 'noise_param': 0.0, '_wandb': {}}
2025-08-05 15:58:28,728 INFO    MainThread:2055739 [wandb_init.py:init():871] starting backend
2025-08-05 15:58:28,936 INFO    MainThread:2055739 [wandb_init.py:init():874] sending inform_init request
2025-08-05 15:58:28,943 INFO    MainThread:2055739 [wandb_init.py:init():882] backend started and connected
2025-08-05 15:58:28,950 INFO    MainThread:2055739 [wandb_init.py:init():953] updated telemetry
2025-08-05 15:58:28,956 INFO    MainThread:2055739 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-08-05 15:58:29,737 INFO    MainThread:2055739 [wandb_init.py:init():1029] starting run threads in backend
2025-08-05 15:58:29,789 INFO    MainThread:2055739 [wandb_run.py:_console_start():2458] atexit reg
2025-08-05 15:58:29,789 INFO    MainThread:2055739 [wandb_run.py:_redirect():2306] redirect: wrap_raw
2025-08-05 15:58:29,789 INFO    MainThread:2055739 [wandb_run.py:_redirect():2375] Wrapping output streams.
2025-08-05 15:58:29,789 INFO    MainThread:2055739 [wandb_run.py:_redirect():2398] Redirects installed.
2025-08-05 15:58:29,793 INFO    MainThread:2055739 [wandb_init.py:init():1075] run started, returning control to user process
2025-08-05 15:58:32,005 INFO    MainThread:2055739 [wandb_watch.py:_watch():70] Watching
2025-08-05 15:59:53,806 INFO    MsgRouterThr:2055739 [mailbox.py:close():129] [no run ID] Closing mailbox, abandoning 1 handles.
