2025-09-18 18:15:32,826 INFO    MainThread:216704 [wandb_setup.py:_flush():80] Current SDK version is 0.21.0
2025-09-18 18:15:32,827 INFO    MainThread:216704 [wandb_setup.py:_flush():80] Configure stats pid to 216704
2025-09-18 18:15:32,827 INFO    MainThread:216704 [wandb_setup.py:_flush():80] Loading settings from /home/ajinkya/.config/wandb/settings
2025-09-18 18:15:32,827 INFO    MainThread:216704 [wandb_setup.py:_flush():80] Loading settings from /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week8/wandb/settings
2025-09-18 18:15:32,827 INFO    MainThread:216704 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-09-18 18:15:32,827 INFO    MainThread:216704 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week8/wandb/run-20250918_181532-9mv0iz13/logs/debug.log
2025-09-18 18:15:32,827 INFO    MainThread:216704 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week8/wandb/run-20250918_181532-9mv0iz13/logs/debug-internal.log
2025-09-18 18:15:32,827 INFO    MainThread:216704 [wandb_init.py:init():830] calling init triggers
2025-09-18 18:15:32,827 INFO    MainThread:216704 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'learning_rate': 5e-05, 'architecture': 'CNN', 'dataset': 'CIFAR-10', 'epochs': 10, 'Batch_size': 40, 'momentum': 0.9, 'timesteps': 10, 'training_condition': None, 'Model_Name': 'pc_class_train_balanced_t1', 'Gamma_layer0': 0.53, 'Gamma_layer1': 0.53, 'Gamma_layer2': 0.53, 'Gamma_layer3': 0.53, 'Beta_layer0': 0.13, 'Beta_layer1': 0.13, 'Beta_layer2': 0.13, 'Beta_layer3': 0.13, 'Alpha_layer0': 0.04, 'Alpha_layer1': 0.04, 'Alpha_layer2': 0.04, 'Alpha_layer3': 0.04, 'noise_type': 's&p', 'noise_param': 0.0, '_wandb': {}}
2025-09-18 18:15:32,827 INFO    MainThread:216704 [wandb_init.py:init():871] starting backend
2025-09-18 18:15:33,036 INFO    MainThread:216704 [wandb_init.py:init():874] sending inform_init request
2025-09-18 18:15:33,056 INFO    MainThread:216704 [wandb_init.py:init():882] backend started and connected
2025-09-18 18:15:33,060 INFO    MainThread:216704 [wandb_init.py:init():953] updated telemetry
2025-09-18 18:15:33,066 INFO    MainThread:216704 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-09-18 18:15:33,793 INFO    MainThread:216704 [wandb_init.py:init():1029] starting run threads in backend
2025-09-18 18:15:33,925 INFO    MainThread:216704 [wandb_run.py:_console_start():2458] atexit reg
2025-09-18 18:15:33,925 INFO    MainThread:216704 [wandb_run.py:_redirect():2306] redirect: wrap_raw
2025-09-18 18:15:33,925 INFO    MainThread:216704 [wandb_run.py:_redirect():2375] Wrapping output streams.
2025-09-18 18:15:33,925 INFO    MainThread:216704 [wandb_run.py:_redirect():2398] Redirects installed.
2025-09-18 18:15:33,927 INFO    MainThread:216704 [wandb_init.py:init():1075] run started, returning control to user process
2025-09-18 18:15:46,377 INFO    MainThread:216704 [wandb_watch.py:_watch():70] Watching
2025-09-18 18:24:08,257 INFO    MainThread:216704 [wandb_run.py:_finish():2224] finishing run ranshur-ajinkya-res-cerco/Sequential_Model_Tests_Results/9mv0iz13
2025-09-18 18:24:08,258 INFO    MainThread:216704 [wandb_run.py:_atexit_cleanup():2423] got exitcode: 0
2025-09-18 18:24:08,258 INFO    MainThread:216704 [wandb_run.py:_restore():2405] restore
2025-09-18 18:24:08,279 INFO    MainThread:216704 [wandb_run.py:_restore():2411] restore done
2025-09-18 18:24:09,137 INFO    MainThread:216704 [wandb_run.py:_footer_history_summary_info():3903] rendering history
2025-09-18 18:24:09,137 INFO    MainThread:216704 [wandb_run.py:_footer_history_summary_info():3935] rendering summary
2025-09-18 18:24:09,137 INFO    MainThread:216704 [wandb_run.py:_footer_sync_info():3864] logging synced files
