2025-09-09 21:27:58,006 INFO    MainThread:272462 [wandb_setup.py:_flush():80] Current SDK version is 0.21.0
2025-09-09 21:27:58,007 INFO    MainThread:272462 [wandb_setup.py:_flush():80] Configure stats pid to 272462
2025-09-09 21:27:58,007 INFO    MainThread:272462 [wandb_setup.py:_flush():80] Loading settings from /home/ajinkya/.config/wandb/settings
2025-09-09 21:27:58,007 INFO    MainThread:272462 [wandb_setup.py:_flush():80] Loading settings from /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week8/wandb/settings
2025-09-09 21:27:58,007 INFO    MainThread:272462 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-09-09 21:27:58,007 INFO    MainThread:272462 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week8/wandb/run-20250909_212758-4ez871a9/logs/debug.log
2025-09-09 21:27:58,007 INFO    MainThread:272462 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /home/ajinkya/projects/TestRepo_MsThesis_Ajinkya/week8/wandb/run-20250909_212758-4ez871a9/logs/debug-internal.log
2025-09-09 21:27:58,007 INFO    MainThread:272462 [wandb_init.py:init():830] calling init triggers
2025-09-09 21:27:58,007 INFO    MainThread:272462 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'learning_rate': 5e-05, 'architecture': 'CNN', 'dataset': 'CIFAR-10', 'epochs': 10, 'Batch_size': 40, 'momentum': 0.9, 'timesteps': 10, 'training_condition': None, 'Model_Name': 'pc_class_train_balanced', 'Gamma_layer0': 0.63, 'Gamma_layer1': 0.63, 'Gamma_layer2': 0.63, 'Gamma_layer3': 0.63, 'Beta_layer0': 0.63, 'Beta_layer1': 0.63, 'Beta_layer2': 0.63, 'Beta_layer3': 0.63, 'Alpha_layer0': 0.068, 'Alpha_layer1': 0.068, 'Alpha_layer2': 0.068, 'Alpha_layer3': 0.068, 'noise_type': 's&p', 'noise_param': 0.0, '_wandb': {}}
2025-09-09 21:27:58,007 INFO    MainThread:272462 [wandb_init.py:init():871] starting backend
2025-09-09 21:27:58,217 INFO    MainThread:272462 [wandb_init.py:init():874] sending inform_init request
2025-09-09 21:27:58,225 INFO    MainThread:272462 [wandb_init.py:init():882] backend started and connected
2025-09-09 21:27:58,231 INFO    MainThread:272462 [wandb_init.py:init():953] updated telemetry
2025-09-09 21:27:58,239 INFO    MainThread:272462 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-09-09 21:27:58,916 INFO    MainThread:272462 [wandb_init.py:init():1029] starting run threads in backend
2025-09-09 21:27:58,975 INFO    MainThread:272462 [wandb_run.py:_console_start():2458] atexit reg
2025-09-09 21:27:58,975 INFO    MainThread:272462 [wandb_run.py:_redirect():2306] redirect: wrap_raw
2025-09-09 21:27:58,975 INFO    MainThread:272462 [wandb_run.py:_redirect():2375] Wrapping output streams.
2025-09-09 21:27:58,975 INFO    MainThread:272462 [wandb_run.py:_redirect():2398] Redirects installed.
2025-09-09 21:27:58,977 INFO    MainThread:272462 [wandb_init.py:init():1075] run started, returning control to user process
2025-09-09 21:28:00,880 INFO    MainThread:272462 [wandb_watch.py:_watch():70] Watching
2025-09-09 21:28:18,373 INFO    MainThread:272462 [wandb_run.py:_finish():2224] finishing run ranshur-ajinkya-res-cerco/Sequential_Model_Tests_Results/4ez871a9
2025-09-09 21:28:18,373 INFO    MainThread:272462 [wandb_run.py:_atexit_cleanup():2423] got exitcode: 0
2025-09-09 21:28:18,373 INFO    MainThread:272462 [wandb_run.py:_restore():2405] restore
2025-09-09 21:28:18,373 INFO    MainThread:272462 [wandb_run.py:_restore():2411] restore done
2025-09-09 21:28:19,533 INFO    MainThread:272462 [wandb_run.py:_footer_history_summary_info():3903] rendering history
2025-09-09 21:28:19,534 INFO    MainThread:272462 [wandb_run.py:_footer_history_summary_info():3935] rendering summary
2025-09-09 21:28:19,535 INFO    MainThread:272462 [wandb_run.py:_footer_sync_info():3864] logging synced files
